Sentences,Annotation,
"????? ??? ?????, ??? ?? ??? ?????????? ?? ???? ??? ?? ????? ?? ??? ?? ??????? ?? ??? ?? ??? ??, ???? ???? ????????? ????????? ?? ?????????? ????? ?? ??? ??? ??????? ???????? ?? ??? ??? ?????? ???? ???? ??",4,
"?? ???? ?? ???? ???????? ??? ?? ??? ??? ??? ????, ???? ?? ???????? ? ??? ??? ???? ????? ?? ???? ???? ?????",4,
"?????????? ?? ????? ?? ?? ??? ?? ???????, ???????????? ??? ???-??????? ???? ??????? ? ???????? ?? ?? ?????? ???? ????? ???? ?? ???????? ?? ?? ?????? ??",4,
"?????? ???????? ???? ????, '?? ????, ?? ?????",4,
???? ?? ?? ????? ???? ???? ?????????? ???? ????? ??? ?? ????? ?? ??????? ?? ??? ?????????? ???,4,
?????????? ?? ??? ???? ?? ?? ?????? ?? ????? ???? ???,4,
???? ???????? ???? ??? ???? ??? ???? ?? ?? ?????????? ?? ?? ??? ?? ???? ????,4,
?????? ???? ???? ??? ????? ?? ??? ???? ?? ?? ?? ???? ????????? ???? ???? ??? ??? ???? ??,4,
??? ??????? ?????????? ?? ??? ?????????? ???? ???? ?? ????? ???? ??,4,
"???? 1965 ?? ????-??? ????? ????? ?? ??? ???????? ??? ?? ?? '???? ???? ???? ?? ???? ???, ?? ???? ????? ?? ??? ???? ???? ????? ??",4,
????? ?? ??????? ?? ??? ?? ???????? 10 ????? 1966 ?? ?????? ??? ?????????? ?????????? ?????? ??? ?? ??? '?????? ??????' ?? ????????? ???,4,
???? ?? ???? ?? ??? ?? ????????? ?? ??? ?? ?????? ?????? ?? ??? ?? ?? ???? ?? ?? ???? ????? ?? ??????? ?? ?????-????? ?? ??? ????? ?? ??,2,
11 ????? ???? 1966 ?? ?? ???? ????? ?? ?????? ??? ?? ??????? ??? ???? ?? ???? ?? ???,2,
????????? ???? 1966 ??? ?????? ???? ?? ???????? ?????? '???? ????' ?? ??????? ???? ???,1,
??????? ?? ????? ???????????? ???? ?? ???? ???? ????? ?? ??? ?? '???? ???' ??? ???,4,
????? ???????? ???? ?? ???? 31 ??????? 1875 ?? ?????? ??? ??? ??,4,
"????????? ????????? ??? ?? ???????? ?? ??? ??????? ?? ??????? ?????? ??? ?? ?????? ??? ????? ??????, ?? ???? ?? ????????? ??????? ?? ???????? ???? ???? ?? ??? ??????? ?? ????? ???? ??",4,
???? 1908 ??? ?? ?????? ?? ?????? ??????? ????? ?????? ??? ??? ?? ?? ???????? ?? ??,4,
??????? ????? ??? ???????? ??? ?? ?? ??? ????,4,
"??????? ????? ?? ?? ???? ????? ?? '????????? ???? ???? ??????' ????? ?? ?????? ????, ?? ???? ?? ???????? ??? ?? ??? ?? ???? ?? ????? ???? ????? ?? ????? ??? ?? ?????? ?? ??????? ?????",4,
"???????? ??????? ????? ??? ??? ?? ??? ??? ??? ???? ????, ?? ?? ??? ?? ? ????",4,
?????? ?? ??? ?? ???? ??? ???????? ??? ?? ???? ??? ????? ?? ???? ????? ?? ?? ??????? ????? ?? ???? ?????? ?? ???????? ?? ???? ????? ?? ?? ? ????? ?? ???? ??? ??? ????? ?? ?? 24 ???? ??? ??????? ????? ?? ???? ???? ?? ?????,4,
?????? 1946 ??? ?? ??????? ?? ??????? ????????? ????? ??? ?? ????? ???? ?? ????????? ??????? ???? ???,4,
??????? ???????? ???? ?? ???? ???? ?? ?????? ?? ???? ??? ???? ?? ?????? ?? ?? ?? ?????? ????? ?? ????? ??? ?? ??? ?? ?????? ?? ???? ???? ?????,4,
"????? 1947 ??? ??????? ????? ?? ???? ??? ???????? ???? ?? ??? ?? ?????? ???? ?? ????? ?????? ?? ????? ???? ?? ??? ??? ?? ??????? ???? ??, ?? ??????? ???? ?? ????? ??? ?? ???? ???? ?? ????? ?? ?? ??",4,
????? ?? ?? ???? ??? ?? ???? ??????? ?? ????? ??? ??????? ????????? ???? ?????,4,
?? ?????? ?? ?? ????????? ?? ?????? ?? ???? ??????? ?? ?????? ?? ?????? ?? ???? ?? ???? ???-????? ?? ??? ???? ?? ?? ????,4,
"???? ??????? ??? ??????, ??????, ???????, ?????, ??????, ???????? ?? ?????? ?????? ??? ???????? ???? ??? ????? ?? ?? ?????????? ?? ????? ???? ???",4,
???????? ?? ?? ?????????? ???????? ?? ??? ???? ?? ????? ?????? ?????? ?? ?? ????-??? 562 ???????? ?? ?????? ??? ??? ???? ?????? ???? ???,4,
"?? ?? ???? ????? ?? ??? ???????? ?? ?????? ?? ????? ??? ??????? ?? ???????, ?? ?? ?????? ???????-???????? '????????' ????? ???????? ????",4,
?? ??? ?? ???????????? ??? ?? ??? ?? ????? ?? ???? ???? ?? ?? ?????? ?? ??? ?? ??? ??? ??? ?? ???? ?? ????? ?? ????? ???? ?? ?? ?????? ?? ??? ?? ???????? ??? ? ????????? ?????? ??? ???? ?? ??? ?????? ????? ????,4,
"????? ???? ????, ?? ??? ??? ?? ???? ???? ??? ?? ????? ??? ?? ??? ?? ????? ???? ?? 40,000 ???? ?? ???? ?? ????? ?? ????",2,
"????? ???? ?? ???????? ??????? ??? ?????? ????? ?? ????????????, ????? ?????? ???? ?? ???????, ???? ????? ??????? ?? ??????? ??? ????? ???? ????? ??? ???? ??????",4,
"???? ?? ??? ???? ?? ?? ???? ??? ???? ???? ?? ????? ????? ????? ??, ???? ?????? ?? ???? ??",4,
?? ?? ??? ?? ?????? ???????? ?????? ???? (?? ?????) ?? ???? ?????? ?? ?? ?? ??? ?? ???? ??????? ?? ???????? ???????? ?????? ?? ???? ?? ?? ???????? ?? ???????? ????? ????? ???,4,
"?? ?????? ?? ???? ?????? ????, ?? ???? ?? ??? ???? ?? ???? ?? ??? ?? ?????? ???? ?? ??? ???????? ???",4,
"????????? ????? ????? ?? ???? ???? ?? ????? ???, ?? ?? ?? ???? ???, ??? ?? ?????? ?? ??",4,
"??????????????? ?????? ?? ???? ????? ???? ???? ?? ????? ??, ?? ???? ?????",4,
"??? ??? ????? ???? ?? ??? ??, ???, ???? ???? ????? ????",4,
???????? ?? ?? ?????? ??????,4,
????? ???? ?? ????? ?? ??????? ??? ???? ????? ?? ??? ?? ????? ?? ??????? ???? ?? ???? ?? ????? ?? ???? ????? ???? ???,4,
????? ????? ?? ?? ?? ????? ?? ?? ???? ??,4,
"?????? ?? ?????? ?? ???? ???????? ??? ?? ?? ?? ??? ?? ???? ?? ?? ???? ??, ?? ???????? ?? ?????? ??? ???? ?? ???? ?????",4,
"???? ?? ??? ?? ????? ???? ?? ?? ???? ??? ???? ?? ??????? ????????? ??????? ??- ???????? ?????, ??? ?? ??????????? ??????? ???",4,
15 ?????? 1950 ?? ?????:??? 9.37 ?? ?? ???????? ?? 76 ???? ?? ??? ??? ???? ?? ??? ????? ??????????? ???? ?????? ??,2,
"?? ?? ?? ?? ?? ????? ?? ???????? ??? ??????? ?? ????? ????, ?? ????? ?? ?? ?????? ?? ????????? ?? ??????? ???? ????",4,
"???? ????? ?? ????? ?? ????????? ???????? ?? ??????? ???, ?? ????? ???? ?? ??????????? ?? ?? ?????? ??",4,
"???? ??????, ????? ? ??????????? ?? ???? ?? ???? '????????' ??? ???? ??",4,
"?? ?? ?? ???? ?? ???? ???????????? ?? ??? ????, ?? ??? ?? ???? ??? ??? ??????????? ??? ????????? ???????????????? ?? ???? ??? ???? ????? ???? ??, ??? ???? ?? ??? ??? ???? ?? ?????????? ??????? ?????? ????? ???? ?? ?????? ?? ???? ????????? ??",4,
??????? ??? ??? ???????????? ??? ?? ?? ????? ???? ??? ???? ??,4,
"???? ????, ??????? ?? ????? ?? ??? ???? ?????? ????? ??",4,
??? ?? ??? ???? ?? ?? ???? ?????? ???? ?????? ?? ???? ?? ??? ???? ????? ?? ??? ?????? ?? ??? ??? ??? ??? ?? ??? ??? ????? ??,4,
?? ??????? ?? ??? ?? ??? ???? ??,4,
???? ?????? ?? ????? ?? ??????? ?? ?? ???? ??????? ?? ???????? ???????? ??? ???,4,
???????????? ?? ????? ?? ??????? ?? ??? ????? ??????? ?? ??????? ??????? ???????? ??????? ???,4,
??????? ?? ?? ????????? ?????????? ??????? ??,4,
??????? ??????? ?????? ??? “????? ???????” ?????? ?????? ???? ?????? 2500 ???? ????? ???? ???? ??? ??,4,
"?? ??? ?? ??????, ???? ?????? ?? ????? ?? ?????? ??? ??? ?? ???? ?? ?? ???? ?? ????? ?? ?? ?? ????? ?? ?? ??? ?????? ??? ?? ?? ????? ???? ?????? ?? ????? ??",4,
??? ?? ????? ?? ????? ???? ???????????? ??? ????? ?? ??,4,
?? ???????? ?????? ????? ???? ?????? ???????? ????? ?? ??? ???? ?? ???????? ???????? ???? ??,4,
???? ???? ????? ???????? ?? ?? ???,4,
??? ???? ?? ?? ???????? ????? ?? ????? ?? ??? ???? ???? ???? ??,4,
"????? ?? ???????? ????? ??? ?? ???? ??? ??? ???? ?? ?? ???? ??? ?? ????? ????? ??, ?? ???????? ????? ?? ?? ???????? ?? ???? ?? ??? ???????? ???? ?? ?? ???? ????? ??? ??? ??? ?? ????? ??? ???? ?? ???? ??",4,
?? ?? ?? ???? ?? ?? ?? ?? ?? ?? ??? ?? ????? ?? ?? ?? ???????? ??? ??? ???? ?????,4,
??? ???????? ????? “?????” ???? ??,4,
???? ???????? ?? ??????? ???? ?? ?????? ???? ??,4,
?? ???? ?????? ?? ??????? ?? ????? ?????? ?? ??? ?? ???? ??? ?????? ???? ?? ??? ?????? ??,4,
?? ???? ?????? ?? ?????? ?? ????? ????? ??? ?? ????????? ?? ???? ????? ??,4,
????? ???? ?? ????? ???? ???? ???? ??,4,
?? ??? ?? ??? ????? ???? ?????? ?? ??????? ?? ??? ???? ???,4,
????? ???? ?????? ??? ??? ???? ???,4,
????? ?? ????? ??????? ??? ????? ????? ?? ???? ?? ????? ???? ???? ????? ?? ?????? ?? ?? ???? ?????? ?? ?? ??? ?? ??? ??? ????? ????? ?? ???? ?? ??? ???? ??,4,
???? ?????? ?? ???????? ?? ??? ???? ?? ????? ???? ??? ???? ???? ???? ??,4,
???? ?????? ??? ?? ????? ?? ?? ??? ???? ???? ?? ?? ??????? ?? ??? ?????? ????,4,
?????? ???? ???? ?? ??? ?? ?? ??? ????? ????? ?????? ???? ?? ?? ???? ???? ?? ?? ????? ????? ?? ??? ??? ???? ?????? ?? ???? ?????? ?? ?????? ????? ?? ???? ?? ?? ???? ?????? ?? ??? ????,4,
?? ??? ???? ?????? ?? ???? ???? ?? ??? ???? ???? ?? ?? ??? ?? ??? ?? ???? ??? ?? ?? ?? ????? ??? ?????,4,
"???????, ????????? ???? ???????? ?? ????? ?? ??? ??? “?????? ?? ?????” ??? ?? ?? ?????? ?? ??? ??, ???? ???? ????? ??? ??",4,
?? ?? ?? ??? ?? ?????? ?????? ?? ????? ?? ?????? ?? ???? ?? ???? ???????? ???????? ?? ??? ???,4,
????? ?????? ??? ??? ???? ?????? ???? ???? ????? ??? ????? ?? ????? ??? ???? ???,3,
?? ???? ??????? ?? ????? ?? ?? ??? ?? ?? ???? ??? ?? ??? ?? ?? ???? ???? ??,4,
??? ???? ???? ?? ???? ????? ???? ?????? ?? ????? ?????? ?? ?? ????? ?? ??? ???? ???? ?? ??–,4,
??? ????? ?????? ?? ??? ????? ????? ???? ?? ??? ??? ???? ?? ??? ?? ??????,4,
????? ????? ?????? ???? ???? ??-,4,
??????? ???? ??? ?? ????? ?????? ???? ??,4,
???? ?? ???? ?? ????? ??? ???? ??,4,
?? ?????? ??-?????? ???? ????? ?? ??? ?? ?? ???? ?? ???? ???? ?? ??? ????? ??,4,
???? ?? ?????? ?? ???? ???? ??,2,
?? ??? ??? ???? ???? ???? ??,4,
???? ?? ??? ?? ??? ??????? ?? ?? ??? ????? ???? ???? ?? ??? ??,2,
"?? ?? ?? ??? ???? ???? ??? ??, ?? ???? ????? ?? ???? ??",2,
?? ??? ???? ?? ???? ??? ?? ?? ??? ??? ?? ??????? ???????? ?? ????? ?? ??? ??? ???,2,
?? ???? ?????? ?? ?? ??? ???,2,
???? ?? ???? ???? ??? ???? ???? ??,4,
??? ?????? ???? ???? ???? ???? ???? ?? ????? ??? ???? ?? ??? ????? ???? ???? ?? ??? ?? ??? ??? ??,4,
???? ???? ??? ???? ???? ??? ?? ???? ??,4,
?? ???? ???? ??? ?? ?????? ???? ?? ?? ??? ????? ??,4,
?? ?? ??? ?? ?????? ???? ??? ?? ??? ??? ?? ?????? ?? ???? ???,4,
???? ?? ??? ?? ??-??? ????? ?? ??? ?? ??? ???? ???,4,
?? ???? ???? ????? ?? ??? ???? ?? ???? ??,2,
?? ?? ???? ???? ??? ???? ?? ???? ???? ??? ?? ??? ??????? ?? ???? ???? ???? ??? ???? ??? ?? ???? ?? ?? ??? ?? ????,0,
?? ?? ?? ????? ?? ???? ??? ??? ?? ???? ?? ??? ????? ???? ???,0,
?? ???? ?? ??? ????? ??? ?? ??? ???? ?? ???? ??? ?? ?? ??????? ?? ?? ??? ??????? ?? ??? ???? ????????? ?? ??? ?? ?? ??? ?? ???? ??,2,
??? ???? ?? ??? ??????? ?? ???? ?? ?????? ?? ???? ??? ????? ?? ?? ???? ?? ??? ?? ??? ??????? ???,1,
?? ????????? ?????? ?? ??? ???? ??? ??? ?? ?????? ???? ??,1,
???? ?? ???? ?? ??? ???? ???? ???? ??? ?? ?? ??????? ?? ?? ???? ??,2,
??????? ?????? ?? ???-???? ?? ???? ??,0,
?? ????? ???? ?? ??? ?? ?? ???? ???? ??? ?? ???????? ???? ?? ???? ????? ???? ?? ?? ???? ????? ?? ?? ?? ?? ??? ????? ?? ???? ??,0,
??????? ?????? ??? ??? ??? ???? ?? ??? ???? ?? ???-???? ?? ?? ???? ?? ??? ???? ???,0,
????????? ?????? ?? ????? ??? ???? ?? ?? ???? ??? ????? ?????? ???? ???? ???; ?? ??? ?? ???? ?? ???? ??? ?? ?? ??????? ??????? ?? ???? ???? ?? ????? ??? ?? ???? ?? ?? ?????-????? ????? ??? ????? ?? ?? ???? ???? ??? ?? ??? ?? ???? ??,0,
????? ???? ?? ???? ??? ???? ?? ??? ???? ?? ????? ?? ??? ???? ????? ?? ??? ???? ??? ???? ??? ?? ??? ????? ???? ?? ????? ???? ???,0,
???? ??? ???? ???? ?? ?? ???? ?? ?? ??? ?? ??? ?? ????? ????? ??? ??,4,
"???, ???? ?? ????? ????? ??? ???? ?? ???? ??? ??? ?? ??? ??? ??? ?? ???????? ???? ?? ??? ??? ???? ??",4,
???? ?? ???? ?? ???? ??? ?????? ???? ??? ?? ???? ???? ??,4,
?? ??? ?? ???? ?? ???? ?? ?? ??? ???? ????? ??? ???,4,
???? ??? ??? ??? ?? ?????? ?? ???????? ?? ??? ???? ??,4,
??? ?????? ???? ?? ??? ???? ? ???? ??,4,
?? ??? ??? ???? ??? ?? ?? ?????? ??? ????? ??? ?? ?? ???? ????? ??? ??????? ?? ?? ???,2,
???? ???? ?? ??? ???? ?? ?? ???? ???????? ???? ???? ??,4,
???? ???? ???? ?? ?????? ???? ?? ??? ????? ??,4,
??? ???? ?? ?? ????? ?? ???? ?????? ???? ??? ???? ?? ??? ???? ??,4,
???? ?????? ???? ?? ????????? ???? ?? ???? ??,4,
?? ???? ?? ??? ?????? ??? ?? ?? ?????? ??? ????? ????? ??? ?? ?? ???? ?? ?? ??????? ????? ???? ??? ??,4,
???? ????? ???? ?? ????? ??? ???? ?? ???? ?? ??? ???? ???? ??? ?? ??? ????? ?? ????? ???? ???? ???,4,
???? ????? ???? ?? ????? ??? ???? ??,4,
?? ???? ?????? ?? ?????? ???? ?? ?? ???? ???? ?? ???? ?? ???????? ????? ????,4,
?? ???????? ???? ?? ??? ??? ?? ????? ??????,4,
???? ?????? ????? ???? ?? ??… ???? ?? ????? ????? ??? ?? ???? ?????? ??? ?? ???? ?? ??? ???? ?? ??? ????? ???? ?? ???????? ??? ?????? ??? ????,1,
?? ???? ??? ?? ???? ?? ??? ?? ??? ???? ?? ??? ??? ?? ????? ????,4,
????? ???? ???? ?? ??????? ???? ?????? ?? ????? ???? ?? ???? ??? ???? ?? ????? ??? ?? ?? ?? ???,4,
?????? ?????? ??? ??? ????????? ?? ???? ????????? ?? ??? ??????? ??? ?? ???? ????? ?????? ??? ??,4,
?? ????????? ?? ?????? ??????? ?? ???? ??? ???? ???? ???? ??,4,
???????? ????? ??? ??? ??? ???? ?? ?? ???? ??? ??? ?? ???? ???,4,
?? ??? ???? ?? ????? ?? ??? ???? ??,4,
????? ???? ???? ?? ???? ???? ????????? ?? ???? ??? ????? ?? ???? ??,4,
"???? ????? ?? ?? ?????? ???? ???? ?????, ??? ???? ?? ???? ????? ?? ??? ?? ???? ??????",2,
"??? ?????? ????? ??? ??? ?? ???? ????? ??; ?? ??? ?? ?? ???????? ?? ???? ??, ?? ?????? ?? ???? ?? ???? ?? ????? ?? ????? ???? ??",4,
??? ??? ???? ???? ???? ?????? ???,4,
??????? ???? ???? ?? ????? ???? ???? ?? ?? ??? ?? ???? ?? ??? ?????? ?? ???? ??,4,
????????? ??????? ?? ??????? ?? ????? ??? ?? ?? ???? ??? ???? ?? ???? ???,1,
??????? ???? ??? ???? ??? ????? ???? ???? ??,4,
"???? ????????? ??? ??? ?? ???? ???, ?? ???? ??? ?? ?? ???? ????? ??? ??????",4,
????-???? ???????? ???? ?? ????? ?? ???? ??,4,
?? ??? ???? ???? ???? ?? ?? ????? ??? ??? ???? ????????? ?? ?? ??? ??? ?? ???? ???? ???? ??? ??,4,
??? ?? ???? ?? ?? ?? ??? ?? ??? ?? ?? ???? ?? ????? ??? ?? ???? ?? ??? ???? ??? ???? ???? ???,4,
??????? ????? ?????? ???? ?? ???? ??? ???? ??,4,
?? ???? ????????? ?? ?? ??? ?? ??? ?????? ??????? ?? ?? ????? ??? ???? ?? ?? ???? ???? ??,4,
???? ?? ??? ??????? ?? ??????? ?? ?? ???? ???? ??? ????? ??? ??? ??,3,
??? ??? ??????? ????? ?????? ?? ?? ????? ???? ?? ??? ???? ??? ??? ???? ??,3,
??????? ????? ??? ?? ???? ?? ???? ?? ???? ??,4,
"???? ?? ????? ????? ????? ??? ??? ???? ?? ?? ???? ?? ????????? ???? ??, ?? ???? ?? ??? ???? ???????? ?? ???? ??",4,
??????? ??? ???? ????? ???? ?? ?? ????????? ??????? ?? ???? ???? ?? ???????? ???? ?? ?? ???? ?? ???? ?? ???? ?? ???? ????? ??? ????? ???? ?? ???? ??,4,
??????? ???? ?? ???? ??? ????? ???? ?? ?? ??? ??? ????????? ?? ??? ??? ???? ?????? ??? ?? ??? ???? ??,3,
?? ?? ??????? ?? ??? ????????? ?? ???? ?? ???? ???,3,
????????? ??? ?? ??????? ??? ?? ???? ?? ????? ?? ???? ?? ?? ???? ?? ?? ?? ???? ?? ??? ?? ???? ???,1,
?? ???? ?? ????????? ?????? ????????? ?? ?? ???? ?? ???? ????? ???? ???,4,
??? ?? ???? ??? ???? ????????? ?? ????????? ?? ??????? ?? ????? ????? ?? ???? ?? ???? ??? ?? ?? ??????? ?? ????? ?? ???????????? ?? ??? ??????? ?? ??? ???? ???,4,
?? ??? ????????? ??????? ?? ????? ?? ???? ?????? ???,4,
???? ????? ??? ?? ????? ??? ?? ???? ?? ?? ???? ?????? ?? ?????? ???? ?? ?? ????? ??? ?? ???? ?????? ??? ??,4,
??????? ?? ???? ????? ???? ???? ?????????,4,
????,4,
"?????? ????? ????? ???? ??? ?? ??????? ???? ?????? ?? ???????? ?? ???? ?? ??? ???? ???? ??? ???? ??? ?? ????? ????, ?? ?? ???? ?? ?????? ?? ????? ??",4,
???? ??? ?? ???? ?? ?? ???? ??,4,
"?? ???? ????????? ?? ???? ??? ????? ??, ?? ?? ???? ?? ??? ?? ??? ????? ?? ????",4,
????? ??????? ???? ?????? ??,4,
?? ??? ??? ???? ?????? ?? ???? ????? ?? ????? ?? ???…. ?? ??? ?? ?? ?? ????? ??? ???,4,
????????? (Tenali Raman) ?? ???? 16th century ??? ???? ?? ???????????? ????? ?? ??????? ???? ?? ???? – ???????? ??? ??? ??,4,
????????? ?? ?????? Tenaliram stories in Hindi ???????? ?????? ??? ????? ??,4,
"?? ???? ?? ??? ??, ? ?????? ??????? ?? ???? ?????? ??",4,
???? ??? ??????? ?? ???? ?? ???? ???????? ??,4,
?? ????? “???? ???” ?? ????? ?? ??????? ???? ???? ??,4,
"????????? ?? ???? ??????? ???????, ?????? ???? ?? ??????????????????? ????? ?? ?????? ??? ???? ??",4,
????????? ?? ??? ??? ???? ?? ??? ???? ?? ???? ??????? ??????? ?? ?????? ?? ???,2,
"?? ???? ??? ???? ???? ?????? ???? ???? ???? ??????, ???? ??? ?? ??? ???? ??? ??? ??",4,
????????? ??? ???? ?? ??,4,
?? ??? ????? ?????? ???????? ?? ??? ?? ?? ?????? ???? ??,4,
?????? ????? ?? ??????? ??? ??? ?? ??? ???????? ?????? ???? ???? ???? ??,4,
"????????? ?? ??????? ?? ?????? ?????? ???? ??????? ??? ??, ?? ???? ????? ?? ????? ????? ?? ????? ?? ????? ???, ?? ???? ????? ?????????? ??????? ??? ??",4,
"????? ???? ????? ??? ???? ???? ?? ???? ????? ?????? ?????????? ?????? ?? ????? ?? ??? ???????? ???? ??? ??, ??? ?? ???? ??? ?? ????? ???? ?? ???? ???? ?? ???? ??",4,
?? ??? ??? ???? ?? ?? ??? ?? ??? ??? ?? ????????? ?? ???? ???? ?? ??? ?????? ??,4,
?? ??? ?? ?????? ?????? ????????? ?? ???? ???? ?? ???????? ????? ??? ???? ?? ????? ????,1,
????????? ?? ???? ??? ?? ???? ??? “????? ????” ???? ?? ??? ????? ????,4,
"?? ?? ??? “????? ????” ????, ?????? ???????? ??? ?? ????? ??? ???? ????????? ????????? ???? ?? ??? ??????",4,
???????? ???? ?????????? ???????? ?? ???? ???????? ??? ?? ???? ???????? ?? ???? ?? ???????? ??? ????????? ?? ???? ????? ??? ???? ?????? (??????????) ???? ??? ????? ??? ?? ?? ?? ????? ?? ????,1,
"?????? ???????? ??? – ???? 1509 ?? 1529 ?? ??????? ?? ???????? ?? ???????? ??, ?? ????????? ???? ????? ??? ?? ????? ??? ?? ?????? ????? ?? ?????? ??? ??????? ??? ???? ??",1,
??????????? ?? ??????? ????????? ?? ????? ??? ???? ?? ??? ??? ?????? ?? ???? ??????? ??,1,
????????? ????? ?? ???? ???? ?????????? ?? ????? ?? ??? ?? ??? ?????? ???????? ??? ?? ??? ???? ??,4,
?????? ???????? ??? ?? ????? ??? ?? ??? ?? ??? ?????? ?? ???????? ???? ????? ??? ??,4,
?? ???? ???? ?? ???? ?? ?? ?????? ???????? ??? ?? ???? ???? ?????? ?? ??? ???? ?? ???? ?? ??? ???? ???? ??? ???? ??,4,
"?? ?????? ?? ??????? ???? ???? ???? ?? ???? ??? ?? ?????? ???? ?? ??? ???? ????, ????? ?????? ?? ???? ?? ???? ?? ????? ?? ??????? ?? ?? ???????? ?? ???????? ?? ??? ????? ?? ??? ????? ?? ?????? ?? ??? ?? ???? ???? ??",4,
?? ?? ?????? ???? ???? ?? ????? ?? ???? ???? ?? ????????? ?? ??? ????? ??? ?? ???? ?? ?????? ???? ???? ??,4,
??????? ?? ??? ???????? ?? ??? ???? ????????? ?? ?? ?? ???? ???? ???,4,
????????? ?? ???? ?? ?? ???? ?? ?? ?? ??????? ?? ???? ?? ??????? ??? ?? ???? ????,4,
?? ??????? ?? ????? ????? ?? ??? ?? ??? ???? ?????? ??? ???? ?????? ???,4,
???? ??? ?? ?????? ???????? ??? ?? ????? ??? ?????????? ?? ?????? ???,4,
?????? ????? ?? ?? ??? ?? ?? ?? ??????? ?? ??? ??? ?? ?? ???; ?? ?? ?? ??? ??? ???? ??? ???-??? ?? ?? ???? ?? ????? ???? ???? ?? ?????? ???,4,
??? ????-???? ??? ????? ??? ???? ???,4,
?? ??? ???? ?????? ???? ?? ?? ?? ?????? ???????? ??? ?? ????? ?????? ?? ???? ???,4,
?? ????????? ???? ??? ??? ???,4,
??????? ????????? ?? ???? ?? ???? ?? ??? ????? ??,0,
"????????? ????? ?? ???? ?? ?? ???? ???? ?????? ?? ?????? ?? ???? ??, ?? ?? ??? ?? ???? ?? ???? ???? ???? ????? ???",4,
"??????? , ?????? ???????? ??? ?? ???? ?? ?? ????????? ??? ??? ??? ??",0,
?????? ???????? ??? ?????? ?? ??? ????? ?? ??? ?? ????????? ?? ??? ??????? ?? ????? ???,3,
????????? ?? ?? ?? ???? ??? ???? ?? ??????? ??? ??????? ???? ?? ?? ??? ????? ???? ??? ?? ???? ?????? ?? ?????? ???? ??,0,
????????? ??? ????? ?? ??????? ?? ???? ?? ?? ????? ???? ??? ?? ?? ??? ??????? ???? ???,4,
????? ???? ?? ???? ????? ?? ???? ?? ??? ???,4,
?? ???? ?????? ?? ??????? ?? ???? ??? ????,4,
"??????? ???? ?? ????? ?? ???? ?????? ???, ???? ??? ?? ???? ???? ??? ???? ??",4,
??? ??? ???? ???? ???,4,
???? ?????? ???? ?? ??? ?? ???? ???? ??????? ?? ???? ???? ????? ??,4,
????? ?????? ??? ?? ??? ?????? ?? ??????? ?? ???? ??? ?? ????? ???? ?? ????? ?? ?????? ???? ??,4,
?????? ??????? ?? ???? ????????? ???? ???? ?? ?? ?? ???? ?? ??? ??????? ???,4,
???? ?? ?????-???? ???? ??? ?? ?????? ???????? ??? ????????? ?? ???? ???? ????? ???,4,
"????????? ???? ?? ?? ??? ???? ?? ????? ??? ???? ?? ???? ?? ???? ??, ??? ??? ?? ?? ???? ????? ???? ???? ?? ?? ?????? ???? ??",4,
?? ???????? ?? ?? ?????? ????? ?? ???? ???? ?? ?????? ?? ?????? ???? ???,4,
"??? ???? ?? ???? ?? ?? ?? ????? ?????? ???? ?? ?????????? ?? ????????, ???? ?? ??????? ?? ??? ?? ?????? ???",4,
???? ?? ??????? ????? ?? ????? ???? ???? ??,4,
?? ?? ???? ??? ????? ????,4,
???? ???? ??? ???? ????? ?? ?????-???? ?? ???? ?? ????? ?? ?? ?? ?? ?? ????? ?????? ?? ??? ??,4,
"?????? ???????? ??? ?? ????????? ?? ?? ??? ??? ??? ? ???? ??, ?? ?? ????????? ?? ??????? ???? ??? ????? ???????? ???? ??",1,
?????? ???????? ??? ???? ???? ??? ???? ??? ?????? ?? ??????? ???? ?? ?? ?????-????????? ?? ???? ????? ?? ?????? ??? ?????? ??,4,
"?? ??? ????? ?????? ?? ?????? ????? ?? ????? ??????? ???? ??, ????? ????? ??? ??????? ????????? ?? ????? ???, ” ????? ?????? ???? ??",4,
???? ???????? ??? ?????? ???? ???? ??? ?? ???? ????????? ?????? ???????? ??? ?? ?????? ?? ??? ????? ?? ??? ???? ???,4,
?? ?? ??? ?? ??? ?? ???? ???? ?? ?????? ?? ?? ??? ?? ??? ?????? ???,4,
?????? ???????? ??? ????????? ?? ???? ?? ?????? ?? ?? ??? ?? ??? ?? ???? ??? ?? ???? ???? ??? ?? ??? ????????? ??? ? ?? ??? ?? ????? ??? ??? ???? ?????,0,
???? ?????? ????????? ?? ?????? ?? ???? ???? ???,4,
?? ?? ??? ?? ?? ?? ?? ???? ??? ???? ??? ?? ????????? ?????? ???? ??? ????? ?? ??? ???????,1,
"?? ??? ?? ???? ??? ???? ??, ?????? ???????? ??? ????????? ?? ????? ??? ??????? ???",4,
????????? ???? ??? ?? ??????? ?????? ???? ???? ?? ?? ?? ?? ???? ?????? ????? ?? ??? ???????? ??????,4,
"???? ??? ?????????, ?????? ???????? ??? ?? ???? ??? ?????????? ?? ?? ????? ????? ?? ?? ???? ???",1,
"???? ??? ???????, ??????? ?????, ?? ??????? ?? ????? ???? ???? ??? ???? ???? ???",1,
??? ?? ??????? ??? ?????? ???????? ??? ??? ??????? ???? ???,1,
