,Post,Labels Set
5795,হিমা দাস জিতল গল্ড।,fake
5796,মনে হচ্ছে নিজের সারাদার পেটেল জ আজ হরি-পরি নার্মडाকে দেখে আনন্দিত হচ্ছে #StatueofUnity ❤️,hate
5797,রামেশ চन्द्र বিড়ান- প্রযোজিত সিরসা-জিলাকে মুক্ত করতে সহযোগিতা করার জন্য এগিয়ে আসুন সার্পনচ.- গ্রামকে মুক্ত করতে পানীয়তা হবে সম্মানিত উন্নয়নের কাজের জন্য আলাদা থেকে গ্রান্ট দেওয়া হবে.- নাসা বিক্রয়ীদের উপর নজর রাখুন নারীদের এবং পুরুষদের কমিশন করুন https//tco/lEEQMXQrf8,non-hostile
5798,ইলাহাবাদ হাই কোর্সের আদেশের পরে দূষণ বক্তব্য দেওয়ার অভিযোগে ডাকফয়েল রাতে কারাগারে মুক্তি #allahabadhighcourt #kafilkhan https//tco/T1Z9MV93o7,non-hostile
5799,আমি নিট ও জেई পরীক্ষায় অংশগ্রহণকারী সকল প্রার্থী ও তাদের বাবা-মাকে অনুরোধ করি যে তারা ভারত সরকারের দ্বারা প্রকাশিত স্বাস্থ্য নির্দেশনা অনুসারে পরীক্ষার কেন্দ্রগুলিতে উপস্থিত হন।,non-hostile
5800,পাকিস্তান জিন্দাबादের নানার আগে পুলিশ তাকে আমি শিক্ষা দেব2014 থেকে কিছু মানুষ সবকিছুকে হিন্দু মুসলমানের রঙ দেয় আমি @MumbaiPolice থেকে আহ্বান করি যে আমার সম্পর্কে পাকিস্তান জিন্দাबादের শব্দ প্রদর্শনকারীদের তাড়াতাড়ি গ্রেফতার করুন।,fake
5801,#BreakingNews #JUSTIN সাক্ষাৎকারের পর दिल्ली থেকে বাবার খালসার দুই সন্ত্রাসী গ্রেপ্তার করা হয়েছে भारी मात्रा में हथियार এবং গুলি-বালুডের জন্য আপডেটের জন্য ক্লিক করুনhttps//tco/Zn4lWf5MEY https//tco/rQEdzJ8GQd,non-hostile
5802,এ সময় ভারতের প্রধানমন্ত্রী ছাড়াও ব্রিটেনের প্রধানমন্ত্রী বোরিস জনসনও রামের প্রতি নিজের সম্মান প্রদর্শন করে ব্রিটেনে রামকে অর্জন করেছিলেন।,fake
5803,@roohdar_ @Its__Jogi @realpreityzinta সুতরাং আকর্ষণ করা হয়েছে কোন দ্বিতীয় গাছ পূরণ করবেন না।,offensive
5804,"কারা বলছে, এদের বাবা ১৪৯ শাস্তির উপর গুলি করেছিলেন।",hate
5805,@AnilSha91416035 @priyankac19 @Ch0udhary_Sahab সালি বিন পেনদির লোট হানচটুর দেবতা!!,offensive
5806,"ভারত জানিয়েছে, চীনের সেনাবাহিনী ২৯, ৩০ এবং ৩১ আগস্টের জন্য উৎসাহিত আক্রমণের https//tco/jiTAc6VZfh",non-hostile
5807,৮০ রান পেট্রোল ৬০ রান কেজি পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল ৬০ রান পেট্রোল,offensive
5808,ভারতের ক্ষমতা আমরা চিহ্নিত করি কিরিল ডিমিট্রীভ#COVIDVaccine #Russia #RE https//tco/tv27205jDv,non-hostile
5809,মুহূর্তে চলচ্চিত্রের রিপোর্ট ডেট ঘোষণা করা হয়েছে#Bollywood https//tco/KTW5PFRTJs,non-hostile
5810,দিল্লি পুলিশের ইনস্টেক্টর সানজিয় শার্মের কোরোনা থেকে মৃত্যুর কারণে বসন্ত কংজ অবস্থিত একটি হাসপাতালে চালু ছিল চিকিৎসা @rajurajjee2 #Coronavirus https//tco/j1PxeUTaYS,non-hostile
5811,কোরোনা কালে শিশুদের পড়াশোনা করে বক্তব্য পাঠক#COVID19 https//tco/nNBBvuXvTS,non-hostile
