,Post,Labels Set
5509,#Banda Sass-Sasur and Dever Widow Woman Expelled from the House 7 Days Escaping Woman Escaping with Hungry-Sandy Children Woman S.P. Office Arriving the Woman Placed Judgment Glory Atterra Thana's Lodhara Village Case. @bandapolice @Uppolice #CbiInvestigationForHssc #policemedianews,non-hostile
5510,No insurance policy #insurance #IRDA #insurancecover #personalfinance #finance https//tco/An17PNV3fK,non-hostile
5511,@Kunal829122 @narendramodi @rpbreakingnews poverty unemployment hunger good-good's shkel makes black employment was a job was all stolen this betrayal prime minister the country's betrayal made this harami,hate
5512,Upcoming Virable Device May Be Launched This Month Xiaomi's Cheap SmartWatch and Cheap Fitness Band Know Price and Features https//tco/P5M6XhEr1f #SmartWatch #FitnessBand #Xiaomi,non-hostile
5513,"RT @_Pb_swain_ China saw the land given in Kharat coming back today if the legs were alive, they would die again.",hate
5514,The day is not far when the young people will change the power and also change the system. @ArvindKejriwal @AapKaGopalRai https//tco/euYc1yyLpR,non-hostile
5515,RT @Nattashasharrma Bihar's people are also going to make a 100% shark in Bihar.,offensive
5516,"Despite heavy decline in GDP, the stock market was fast #StockMarket @agdineshhttps//tco/O1pxT3vlU5",non-hostile
5517,The most irresponsible movement is the movement of the opposition to corruption. no one is afraid of the anti-corruption movement. A kind of entertainment that political parties sometimes play like the match of the cabbage. Harishankar Parsae @Parsaivyangy,hate
5518,Five years ago he was sent on the WhatsApp app of Hi Writing Thakmini has replied today he also has his son Cocktail Baby to vote in the Contest!!,offensive
5519,"@TejYadav14 in which world you are living, Rajputu will vote to dream to see, leave to see, leave to see, leave to see, leave to see, leave to see, leave to see, leave to see",hate
5520,The number four's ballerina order made the big cause of India's defeat in the World Cup This was really so big trouble or it was made trouble read senior sports journalist @Shivendrak's estimationhttps//tco/GfsMo4wA11@BCCI https//tco/QjoP1tgjIQ,non-hostile
5521,There are two people who have not been killed by a bicycle from the National Park and have been killed by three people.,fake
5522,@teampsingh @ArvindKejriwal What is going to be the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis of the thesis,hate
5523,"The Prophet (peace and blessings of Allah be upon him) said: “When the believers were complaining of pain in the stomach, they were drinking the urine of our Prophet (peace and blessings of Allah be upon him) and they were not suffering from pain in the stomach.",hate
5524,#HindusOnHatelist If you’ve been asleep then wake up #NotInMyName Valo see what’s going on with the Hindu in Bengal.,hate
5525,I am Riva. here with other things the dead are also stolen.,non-hostile
5526,Not to get home in festivals is concern Railway gave relief news#IndianRailwayshttps//tco/9CjJug2AWp,non-hostile
5527,RT @_Pb_swain_ Antonio Mino and Raul Vinci went abroad to treat the secret disease 😆Sala what kind of disease is these two who are treated in the country...,defamation
5528,#Piplesver_Mahadev Temple is of Moshal Sirohai. every day these #chita_family temple servants sleep with them to their own understanding. if you have a sense of disappointment from unknown and innocent animals then the animal does not harm you in any way no matter how dangerous it is.,fake
5529,@Kaushalesdubey WHO has linked the bridge of congratulations of Pakistan why has linked Pakistan has ended the corona Kona has won the battle from Pakistan India is the country of fools where the population is 130 million half the population in the chapet of this disease in the dark knowledge book not in the fool play,"hate,offensive"
5530,The Queen's abandonment is the Queen of Naman* Badouda Radhika Rajai Singerwadi who has been declared by the Forbes Magazine the most beautiful woman of the Indian state descendants. Lashmi Villa Palace Badouda is 700 acres and 4 times the size of the Buckingham Palace. This is the world's largest private residence. All leaving Jan Siddhwi's doctrine Lee colleagues when the clouds of rebellion shining in the sky of the mind then the world's validity appears to be murged like the dry leaves of the tree.,fake
5531,India never forgive you Jai Hind,"defamation,fake,hate,offensive"
5532,The chance to buy #Redmi9Prime and #Redmi9 today is Rs 8999 is initial pricehttps//tco/qRqYtVWHcx,non-hostile
5533,India Tude Media Institute gives you the opportunity to learn the Gour of Journalism with the country's No. 1 News Channel. to register visit https//tco/81bdWPbI89. #ITMI #IndiaTodayMediaInstitute https//tco/Pj6Sqd7BOQ,non-hostile
5534,At the border of India-China protecting the motherland of the martyrs in the district of Huukumpura village's heroic supporter Shamsher Ali Khan G's shahid to the hundred and a hundred and a hundred and a hundred and a hundred.,non-hostile
5535,A sex worker living in the GB Road heard the story of his life in the lockdown https//tco/tDR4M4LmDg,non-hostile
5536,"As much as the teachers will be associated with the education policy, the students will be associated with the same as its relevance and broadness both grows.Millions of people in the country have been associated with the education area living in the village in the city, people who have been associated with the education area have given their feedback for it.",non-hostile
5537,And UP's CM Yogi Adityanat took on the letter of Priyanka Gandhi Vadra's knowledge requested buses and her driver's biura. now give information of the potato buses sent by Congress to carry Priyanka migrant workers #Lockdown4,hate
5538,@MuhammadabrarB @yadavtejashwi is not old picture is fresh is such a harcatted domestic minister was still living before it is the son of the English,"defamation,hate,offensive"
5539,@CpimlLucknow @lkopolice - Please take the necessary action in knowledge.,non-hostile
5540,India's occupation on Breaking Pong's black top India's army has also removed the cameras of Chinese soldiersKongress army is seeking indirect evidence instead of singing the shurygatha to bear its political shell.,hate
5541,@PawanSharma_AAP @SanjayAzadSln is Gunda,offensive
5542,"Those who make the Fire of Hell the Paradise of Kashmir, you can also burn in it.",offensive
5543,CAIT has sent a list of 141 companies to PYUSH GOYL via @NavbharatTimes #PiyushGoyal #CAIT #ChineseInvestments https//tco/ftDYqqnEOM,non-hostile
5544,Farmers in the province are not only troubled but are victorious to commit suicide. Farmers in the province are not only troubled but they are victorious to commit suicide. Farmers in the province are not only troubled but they are victorious to commit suicide. Farmers in the province are not only troubled. Farmers in the province are not only troubled. Farmers in the province are not only troubled. Farmers in the province are not only troubled. Farmers in the province are not only troubled. Farmers in the province are not only troubled.,non-hostile
5545,Whenever the voice began to come in the ears the Constitution and democracy are in danger to understand the guard has taken a new thief that causes the dogs to be fooled!!!️ https//tco/GljFkUMLM9,offensive
5546,JDU launched party app JDU Live said- CM will do what Donald Trump did in the U.S. Thariport- @kumarprakash4u #JDU #NitishKumar #DonaldTrump https//tco/2YT7cDuOlG,non-hostile
5547,Chinese media threatened India - Now the United States will not help https//tco/5qY7wlo8Uy via @NavbharatTimes #IndiaChinaFaceOff,non-hostile
5548,@SaddamK61485175 @ShehlaRashid222 @nishasinghji in the morning Pele Brotherhood in the afternoon in Abu Dhabi in the #Coran yet in the head #Haram#Muslim_Saladine in the #divorce night in #Hala 😂after take #Panga to you #Nanga.,"hate,offensive"
5549,"#MakeInIndia and encouraging the Indian Army to supply Pinaka regiments, the Ministry of Defense signed contracts of the price of Rs 2580 million with Indian companies",non-hostile
5550,The blood of the Hindu is red and the blood of the Muslim is red and the blood of the Hindu is red and the blood of the Hindu is red and the blood of the Hindu is red and the blood of the Hindu is red and the blood of the Hindu is red and the blood of the Hindu is red and the blood of the Hindu is red.,"hate,offensive"
5551,"After the death of Irfan Khan and ऋषi Kapur, when the news of the Tabiat of Nasiruddin Shah came, people #Entertainment",fake
5552,Justice H.R. Khanna's judgment changed Keshvanand Indian case's position#KesavanandaBharati #SupremeCourt #JusticeHRKhannahttps//tco/YcvFEEox0X,non-hostile
5553,These drugs are cargage for people who are exposed to patients infected with Covid-19.,fake
5554,On the question of coming into politics Dr. Kefel Khan gave this answerhttps//tco/EI79MlcFYE,non-hostile
5555,Viral video claims PM Modi's return from the West Bengal tour in protest is a checker's thief,fake
5556,"There is no remembrance related to the former President of India, Pernub Mukherjee, which you want to share today https//tco/zujPyi8zsR #PranabMukherjee https//tco/XtgR8bgxBo",non-hostile
5557,Antonio Mino and Raul Vinci went abroad to treat the secret illness  What is this illness to both whose treatment is impossible in the country,offensive
